"Subdirección","Nombre","Código"
"RC CENTRO","HORTALEZA","98001"
"RC CENTRO","FUENTE DE LA MORA (APD)","98003"
"RC CENTRO","O'DONNELL","98100"
"RC CENTRO","VICALVARO-MERCANCIAS","98201"
"RC CENTRO","VICALVARO MERC-PTO. SECO (CGD)","98222"
"RC CENTRO","VALDEBEBAS (APD)","98304"
"RC CENTRO","AEROPUERTO-T4","98305"
"RC NORESTE","MONTAGUT (CGD)","99501"
"RED DE ALTA VELOCIDAD (RAV)","BIF. JESUS-AGUJA KM. 396,7","A0320"
"RC NOROESTE","CERCEDA-MEIRAMA-AG. KM. 0,729","A3140"
"RC SUR","MARIA ZAMBRANO-AGUJA KM. 0,775","A5451"
"RC ESTE","ALBACETE-AGUJA KM. 279,4","A6060"
"RC ESTE","BIF. JOAQUIN SOROLLA-IBERICO","A6420"
"RC NORESTE","CASTELLBISBAL-AGUJAS LLOBREGAT","A7190"
"RC NORESTE","CASTELLBISBAL-AGUJAS RUBI","A7220"
"RC NORESTE","CASTELLBISBAL-AGUJAS MOLINS","A7229"
"RED DE ALTA VELOCIDAD (RAV)","BIF. ALBACETE","B0320"
"RED DE ALTA VELOCIDAD (RAV)","BIF. XATIVA","B0321"
"RED DE ALTA VELOCIDAD (RAV)","BIF. TARRAGONA","B4400"
"RC ESTE","BIF. VILASECA","B4401"
"RC NORESTE","BIF. SAGRERA","B7900"
"RC SUR","KM 143,513","C0300"
"RED DE ALTA VELOCIDAD (RAV)","KM. 38,166","C0320"
"RED DE ALTA VELOCIDAD (RAV)","KM. 51,492","C0321"
"RED DE ALTA VELOCIDAD (RAV)","KM. 56,664","C0322"
"RED DE ALTA VELOCIDAD (RAV)","KM. 63,147","C0323"
"RED DE ALTA VELOCIDAD (RAV)","KM. 77,354","C0326"
"RED DE ALTA VELOCIDAD (RAV)","KM. 79,728","C0327"
"RED DE ALTA VELOCIDAD (RAV)","KM. 284,123","C0328"
"RED DE ALTA VELOCIDAD (RAV)","KM. 290,083","C0329"
"RED DE ALTA VELOCIDAD (RAV)","KM. 293,655","C0330"
"RED DE ALTA VELOCIDAD (RAV)","KM. 295,909","C0331"
"RED DE ALTA VELOCIDAD (RAV)","KM. 298,526","C0332"
"RED DE ALTA VELOCIDAD (RAV)","KM. 303,870","C0333"
"RED DE ALTA VELOCIDAD (RAV)","KM. 383,745","C0335"
"RED DE ALTA VELOCIDAD (RAV)","KM. 389,958","C0338"
"RED DE ALTA VELOCIDAD (RAV)","KM. 391,323","C0339"
"RED DE ALTA VELOCIDAD (RAV)","KM. 392,087","C0340"
"RED DE ALTA VELOCIDAD (RAV)","KM. 393,656","C0341"
"RED DE ALTA VELOCIDAD (RAV)","KM. 394,360","C0342"
"RED DE ALTA VELOCIDAD (RAV)","KM. 395,081","C0343"
"RED DE ALTA VELOCIDAD (RAV)","KM. 395,179","C0344"
"RED DE ALTA VELOCIDAD (RAV)","KM. 395,291","C0345"
"RED DE ALTA VELOCIDAD (RAV)","KM. 396,555","C0346"
"RED DE ALTA VELOCIDAD (RAV)","KM. 316,566","C0350"
"RED DE ALTA VELOCIDAD (RAV)","KM. 320,174","C0351"
"RC CENTRO","KM. 144,6","C1044"
"RC NOROESTE","CAMBIO DE TENSION","C2300"
"RC NOROESTE","KM. 006,2","C3142"
"RC ESTE","KM. 318,1","C6072"
"RC NORESTE","KM. 111.7","C7900"
"RED DE ALTA VELOCIDAD (RAV)","VALDEMORO-A. V.","03201"
"RED DE ALTA VELOCIDAD (RAV)","CANAL DEL MANZANARES","03202"
"RED DE ALTA VELOCIDAD (RAV)","VILLARRUBIA DE SANTIAGO-A. V.","03203"
"RED DE ALTA VELOCIDAD (RAV)","SANTA CRUZ DE LA ZARZA-A. V.","03204"
"RED DE ALTA VELOCIDAD (RAV)","TARANCON-A. V.","03205"
"RED DE ALTA VELOCIDAD (RAV)","CAMPOS DEL PARAISO","03206"
"RED DE ALTA VELOCIDAD (RAV)","HORCAJADA","03207"
"RED DE ALTA VELOCIDAD (RAV)","CUENCA - FERNANDO ZOBEL","03208"
"RED DE ALTA VELOCIDAD (RAV)","MONTEAGUDO DE LAS SALINAS","03209"
"RED DE ALTA VELOCIDAD (RAV)","INIESTA","03210"
"RED DE ALTA VELOCIDAD (RAV)","MINGLANILLA","03211"
"RED DE ALTA VELOCIDAD (RAV)","CAUDETE DE LAS FUENTES","03212"
"RED DE ALTA VELOCIDAD (RAV)","REQUENA-UTIEL","03213"
"RED DE ALTA VELOCIDAD (RAV)","SIETE AGUAS-A. V.","03214"
"RED DE ALTA VELOCIDAD (RAV)","CHIVA-A. V.","03215"
"RED DE ALTA VELOCIDAD (RAV)","VALENCIA-JOAQUIN SOROLLA","03216"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR VALENCIA","03217"
"RED DE ALTA VELOCIDAD (RAV)","POZORRUBIELOS","03300"
"RED DE ALTA VELOCIDAD (RAV)","TARAZONA","03301"
"RED DE ALTA VELOCIDAD (RAV)","LA GINETA-A. V.","03302"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR ALBACETE","03303"
"RED DE ALTA VELOCIDAD (RAV)","ESTACION CENTRAL REUS","04400"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR REUS","04401"
"RC ESTE","CAMBRILS (APD)","04402"
"RC ESTE","MONT-ROIG DEL CAMP","04403"
"RC ESTE","L'HOSPITALET-VANDELLOS","04404"
"RC NOROESTE","CERCEDA-MEIRAMA","31416"
"RC SUR","GARROVILLA-LAS VEGAS (APD)","37611"
"RC ESTE","CANALS","64008"
"RC ESTE","VALENCIA-PUERTO NORTE","65016"
"RC ESTE","VALENCIA-PUERTO SUR","65017"
"RC NORESTE","RIERA DE RUBI","72504"
"RC NORESTE","BELLATERRA","72505"
"RC NORESTE","RIERA DE CALDES","72506"
"RC NORESTE","BIF. NUDO MOLLET","72507"
"RED DE ALTA VELOCIDAD (RAV)","AG. KM. 641,5","79001"
"RED DE ALTA VELOCIDAD (RAV)","AGUJA KM. 645,0","79003"
"RED DE ALTA VELOCIDAD (RAV)","BIF. GIRONA-MERCANCIAS","79010"
"RC NORESTE","P.K.644,6","79012"
"RC NORESTE","RIU TER","79319"
"RC NORESTE","RIU FLUVIA","79320"
"RC SUR","VALENCINA-SANTIPONCE","43026"
"RC SUR","SALTERAS","43027"
"RC SUR","BENACAZON","43005"
"RC SUR","SANLUCAR LA MAYOR (APD)","43004"
"RED DE ALTA VELOCIDAD (RAV)","AGS KM 29,0","A0901"
"RED DE ALTA VELOCIDAD (RAV)","AGS KM 85,0","A0902"
"RC NOROESTE","BIF. PAJARES","B0820"
"RC SUR","BIF. CHICLANA","B5143"
"RED DE ALTA VELOCIDAD (RAV)","KM. 0,800","C0352"
"RED DE ALTA VELOCIDAD (RAV)","BANALIZACION KM. 5,903","C0353"
"RED DE ALTA VELOCIDAD (RAV)","P. T. LADO CHAMARTIN","C0354"
"RED DE ALTA VELOCIDAD (RAV)","P. T. LADO ATOCHA","C0355"
"RED DE ALTA VELOCIDAD (RAV)","KM. 8,399","C0356"
"RED DE ALTA VELOCIDAD (RAV)","KM. 11,150","C0357"
"RED DE ALTA VELOCIDAD (RAV)","KM. 11,450","C0358"
"RED DE ALTA VELOCIDAD (RAV)","KM. 12,353","C0359"
"RED DE ALTA VELOCIDAD (RAV)","KM. 14,474","C0360"
"RED DE ALTA VELOCIDAD (RAV)","BANALIZACION KM. 14,762","C0361"
"RED DE ALTA VELOCIDAD (RAV)","KM. 18,374","C0362"
"RED DE ALTA VELOCIDAD (RAV)","KM. 18,374","C0363"
"RED DE ALTA VELOCIDAD (RAV)","KM. 0,076","C0820"
"RED DE ALTA VELOCIDAD (RAV)","KM. 2,849","C0821"
"RED DE ALTA VELOCIDAD (RAV)","KM. 4,320","C0822"
"RC NOROESTE","B.S. TUNEL VEGA DE CIEGO","C0823"
"RC NOROESTE","B.N. TUNEL PICO DE SIERO","C0824"
"RED DE ALTA VELOCIDAD (RAV)","LIMITE LEON-ASTURIAS","C0825"
"RED DE ALTA VELOCIDAD (RAV)","KM. 30,545","C0826"
"RED DE ALTA VELOCIDAD (RAV)","KM. 34,966","C0827"
"RED DE ALTA VELOCIDAD (RAV)","KM. 40,089","C0828"
"RED DE ALTA VELOCIDAD (RAV)","KM. 42,036","C0829"
"RED DE ALTA VELOCIDAD (RAV)","KM. 43,361","C0830"
"RED DE ALTA VELOCIDAD (RAV)","KM. 44,850","C0831"
"RED DE ALTA VELOCIDAD (RAV)","KM. 46,538","C0832"
"RED DE ALTA VELOCIDAD (RAV)","KM. 48,868","C0833"
"RED DE ALTA VELOCIDAD (RAV)","KM. 49,300","C0834"
"RED DE ALTA VELOCIDAD (RAV)","KM. 49,400","C0835"
"RED DE ALTA VELOCIDAD (RAV)","KM. 49,460","C0836"
"RED DE ALTA VELOCIDAD (RAV)","KM. 49,480","C0837"
"RC SUR","KM. 26,5","C4330"
"RC SUR","S 1304","C5143"
"RC SUR","S 1305","C5144"
"RC SUR","S 1402","C5145"
"RC SUR","S 1401","C5146"
"RED DE ALTA VELOCIDAD (RAV)","LE SOLER","04312"
"RED DE ALTA VELOCIDAD (RAV)","LIMITE ADIF - LFPSA","04313"
"RED DE ALTA VELOCIDAD (RAV)","LIMITE TP FERRO - RFF","04314"
"RED DE ALTA VELOCIDAD (RAV)","LLERS","04315"
"RED DE ALTA VELOCIDAD (RAV)","SALTO DE CARNERO","04316"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR VILLAMURIEL","08201"
"RED DE ALTA VELOCIDAD (RAV)","PCA BECERRIL","08202"
"RC NOROESTE","VILLADA AV","08203"
"RED DE ALTA VELOCIDAD (RAV)","PCA LUENGOS","08204"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR VILECHA","08205"
"RC NORTE","INTXAURRONDO (APD)","11522"
"RC NOROESTE","GIJON-SANZ CRESPO","15410"
"RC CENTRO","CTT PARLA","37014"
"RC SUR","EL CAÑAMO (APD)","50704"
"RC SUR","PUENTE MELCHOR","51418"
"RC SUR","RIO ARILLO","51419"
"RC SUR","CHICLANA DE LA FRONTERA","51430"
"RC SUR","PARADA 1-I","51431"
"RC SUR","PARADA 2-I (APD)","51432"
"RC SUR","PARADA 3-I","51433"
"RC SUR","PARADA 4-I (APD)","51434"
"RC SUR","PARADA 5-I","51435"
"RC SUR","PARADA 6-I","51436"
"RC SUR","PARADA 7-I (APD)","51437"
"RC SUR","PARADA 8-I","51438"
"RC SUR","PARADA 1-II (APD)","51439"
"RC SUR","PARADA 2-II","51440"
"RC SUR","PARADA 3-II (APD)","51441"
"RC SUR","PARADA 4-II (APD)","51442"
"RC SUR","PARADA 5-II","51443"
"RC SUR","PARADA 6-II (APD)","51444"
"RC SUR","PARADA 7-II (APD)","51445"
"RC SUR","PARADA 8-II","51446"
"RC SUR","AGUJA KM. 8,5 (PB)","54527"
"RC ESTE","P.B. EL VILLAR","60706"
"RC NORESTE","LA SAGRERA-MERIDIANA (APD)","78806"
"RC NORESTE","P.K.643,0","79013"
"RED DE ALTA VELOCIDAD (RAV)","NUDO NORTE VALLADOLID","C0840"
"RED DE ALTA VELOCIDAD (RAV)","DUEÑAS","C0841"
"RED DE ALTA VELOCIDAD (RAV)","P. T. PALENCIA SUR","C0842"
"RED DE ALTA VELOCIDAD (RAV)","P. T. PALENCIA NORTE","C0843"
"RED DE ALTA VELOCIDAD (RAV)","PAREDES DE NAVA","C0844"
"RED DE ALTA VELOCIDAD (RAV)","VILLADA","C0845"
"RED DE ALTA VELOCIDAD (RAV)","SANTAS MARTAS","C0846"
"RED DE ALTA VELOCIDAD (RAV)","BANALIZACION ALMANSA","C6080"
"RED DE ALTA VELOCIDAD (RAV)","BIF. LA ENCINA","C6081"
"RED DE ALTA VELOCIDAD (RAV)","BIF. CAUDETE","C6082"
"RED DE ALTA VELOCIDAD (RAV)","BANALIZACION VILLENA","C6083"
"RED DE ALTA VELOCIDAD (RAV)","PAET VILLENA","C6084"
"RED DE ALTA VELOCIDAD (RAV)","BF. MURCIA","C6085"
"RED DE ALTA VELOCIDAD (RAV)","PAET MONFORTE DEL CID","C6086"
"RED DE ALTA VELOCIDAD (RAV)","ALICANTE A. V.","C6087"
"RC NORESTE","ZARAGOZA-GOYA (APD)","70807"
"RED DE ALTA VELOCIDAD (RAV)","KM 192,7","B0811"
"RED DE ALTA VELOCIDAD (RAV)","BIF. CAMBIADOR NORTE LEON","B0812"
"RC NOROESTE","CAMBIADOR AG. KM. 117,3","B1510"
"RC NOROESTE","CAMBIADOR AG. KM. 120,6","B1512"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR SUR LEON","C0850"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIADOR NORTE LEON","C0851"
"RC NOROESTE","BIF. COTO DA TORRE","B0860"
"RC NOROESTE","BIF. A GRANDEIRA AG. KM. 85,0","B0861"
"RC NOROESTE","BIF. A GRANDEIRA AG. KM. 376,1","B0862"
"RED DE ALTA VELOCIDAD (RAV)","KM. 2,903","C0860"
"RED DE ALTA VELOCIDAD (RAV)","KM. 6,094","C0861"
"RED DE ALTA VELOCIDAD (RAV)","O IRIXO-A. V.","C0862"
"RED DE ALTA VELOCIDAD (RAV)","KM. 84,230","C0863"
"RED DE ALTA VELOCIDAD (RAV)","KM. 85,263","C0864"
"RC CENTRO","HORTALEZA-AGUJA KM. 2,948","A9800"
"RC CENTRO","KM. 5,850","C9830"
"RC ESTE","CHINCHILLA MONTEAR.AG.KM.298,4","B6100"
"RED DE ALTA VELOCIDAD (RAV)","O IRIXO-A. V.","08222"
"RED DE ALTA VELOCIDAD (RAV)","KM. 70.1","C0865"
"RED DE ALTA VELOCIDAD (RAV)","KM. 124,4","C4007"
"RED DE ALTA VELOCIDAD (RAV)","YELES AGUJA KM.34,397","A6000"
"RED DE ALTA VELOCIDAD (RAV)","BIF. BLANCALES","B0903"
"RED DE ALTA VELOCIDAD (RAV)","CAMBIO DE TENSION","C0866"
"RC NORTE","PALENCIA ARROYO VILLALOBON","15000"
"RC NOROESTE","BASE DE MONTAJE AV VILLADA(CGD)","15021"
"RC SUR","SAN JERONIMO (APD)","43000"
"RC CENTRO","FUENCARRAL-AGUJA KM 4,5","A1702"
"RC CENTRO","KM. 26,8","C1705"
"RC ESTE","KM. 188,494","C6704"
"RC NORTE","BIF. VILLAMURIEL DE CERRATO","B1401"
"RED DE ALTA VELOCIDAD (RAV)","KM. 723,735","C4324"
"RED DE ALTA VELOCIDAD (RAV)","BIF. SAN ANDREU COMTAL","B4302"
"RED DE ALTA VELOCIDAD (RAV)","PK. 643,000","C4325"
"RED DE ALTA VELOCIDAD (RAV)","PK. 644,600","C4326"
"RC NORTE","VALLADOLID-AG KM 252.3","B0600"
"RC NORTE","RIO PISUERGA","10611"
"","SRJ. KM. 90.600","A9910"
"","SRJ. KM. 93.400","A9911"
"RED DE ALTA VELOCIDAD (RAV)","KM. 713.196","C4340"
"RED DE ALTA VELOCIDAD (RAV)","KM. 715.514","C4341"
"RED DE ALTA VELOCIDAD (RAV)","KM. 723.735","C4342"
"","KM. 71.454","C9900"
"","KM. 75.507","C9901"
"","KM. 80.914","C9910"
"","KM. 82.849","C9911"
"","KM. 114.565","C9912"
"","KM. 429.893","C9920"
"","KM. 445.795","C9921"
"","MAKKAH CENTRAL","99900"
"","MAKKAH DEPOT","99901"
"","SIDING 1","99902"
"","CROSSOVER 1","99903"
"","JEDDAH CENTRAL","99910"
"","CROSSOVER 2","99911"
"","CROSSOVER 3","99912"
"","SIDING 2","99913"
"","CROSSOVER 4","99914"
"","K.A.E.C.","99920"
"","CROSSOVER 5","99921"
"","SIDING 3","99922"
"","CROSSOVER 6","99923"
"","SIDING 4","99924"
"","CROSSOVER 7","99925"
"","SIDING 5","99926"
"","CROSSOVER 8","99927"
"","SIDING 6","99928"
"","MADINAH - K.E.C.","99930"
"","K.A.I. AIRPORT","99940"
"RED DE ALTA VELOCIDAD (RAV)","BIF LA OLIVA","B0331"
"RED DE ALTA VELOCIDAD (RAV)","BIF AGUAVERDE","B0332"
"RED DE ALTA VELOCIDAD (RAV)","BIF. MURCIA","B0333"
"RED DE ALTA VELOCIDAD (RAV)","KM 329.427","C3300"
"RED DE ALTA VELOCIDAD (RAV)","KM 363.075","C3301"
"RED DE ALTA VELOCIDAD (RAV)","KM 398.621","C3302"
"RED DE ALTA VELOCIDAD (RAV)","KM 398.621","C3303"
"RED DE ALTA VELOCIDAD (RAV)","KM 426.135","C3304"
"RED DE ALTA VELOCIDAD (RAV)","KM 441.024","C3305"
"RED DE ALTA VELOCIDAD (RAV)","KM 473.509","C3306"
"RED DE ALTA VELOCIDAD (RAV)","KM 480.835","C3307"
"RED DE ALTA VELOCIDAD (RAV)","CHINCHILLA A.V.","03305"
"RED DE ALTA VELOCIDAD (RAV)","BONETE A.V.","03306"
"RED DE ALTA VELOCIDAD (RAV)","LAS CHOZAS","03307"
"RED DE ALTA VELOCIDAD (RAV)","CAUDETE A.V.","03308"
"RED DE ALTA VELOCIDAD (RAV)","VILLENA A.V.","03309"
"RED DE ALTA VELOCIDAD (RAV)","MONFORTE DEL CID A.V.","03310"
"RED DE ALTA VELOCIDAD (RAV)","BIF.MOLLET-AGUJA KM. 641,3","A4301"
"RED DE ALTA VELOCIDAD (RAV)","BIF.MOLLET-AG.KM.644.3","A4302"
"RED DE ALTA VELOCIDAD (RAV)","BIF. GIRONA-MERCADERIES","B4303"
"RC CENTRO","VICALVARO MERC.-AG. KM. 3.007","A9820"
"RC NOROESTE","SAN XOAN (APD)","05102"
"RC NOROESTE","SANTA ICIA (APD)","05103"
"RC NOROESTE","VIRXE DO MAR (APD)","05104"
"RC NOROESTE","PIÑEIROS (APD)","05105"
"RC NOROESTE","O PONTO (APD)","05106"
"RC NOROESTE","XUVIA","05107"
"RC NOROESTE","O ALTO DO CASTIÑEIRO (APD)","05108"
"RC NOROESTE","FERRERIAS (APD)","05109"
"RC NOROESTE","SEDES (APD)","05111"
"RC NOROESTE","PEDROSO DE NARON (APD)","05113"
"RC NOROESTE","SAN SADURNIÑO","05115"
"RC NOROESTE","LAMAS (APD)","05117"
"RC NOROESTE","APALLA (APD)","05119"
"RC NOROESTE","MOECHE","05121"
"RC NOROESTE","LABACENGOS (APD)","05123"
"RC NOROESTE","ENTRAMBARRIAS (APD)","05125"
"RC NOROESTE","CERDIDO","05127"
"RC NOROESTE","A CUQUEIRA (APD)","05129"
"RC NOROESTE","SANTA MARIA DE MERA (APD)","05131"
"RC NOROESTE","PONTE MERA","05133"
"RC NOROESTE","SAN CLODIO (APD)","05135"
"RC NOROESTE","SENRA (APD)","05137"
"RC NOROESTE","ORTIGUEIRA","05139"
"RC NOROESTE","ESPASANTE (APD)","05141"
"RC NOROESTE","LOIBA (APD)","05143"
"RC NOROESTE","O BARQUEIRO (APD)","05145"
"RC NOROESTE","O VICEDO (APD)","05147"
"RC NOROESTE","MOSENDE (APD)","05149"
"RC NOROESTE","FOLGUEIRO (APD)","05151"
"RC NOROESTE","COVAS DE VIVEIRO (APD)","05153"
"RC NOROESTE","VIVEIRO","05155"
"RC NOROESTE","VIVEIRO-APEADERO","05156"
"RC NOROESTE","XUANCES (APD)","05157"
"RC NOROESTE","XOVE-POBO (APD)","05159"
"RC NOROESTE","XOVE","05161"
"RC NOROESTE","LAGO (APD)","05163"
"RC NOROESTE","BIDUEIROS (APD)","05165"
"RC NOROESTE","SAN CIBRAO (APD)","05167"
"RC NOROESTE","MADEIRO (APD)","05169"
"RC NOROESTE","BURELA","05171"
"RC NOROESTE","CANGAS DE FOZ (APD)","05173"
"RC NOROESTE","NOIS (APD)","05175"
"RC NOROESTE","FAZOURO (APD)","05177"
"RC NOROESTE","MARZAN (APD)","05179"
"RC NOROESTE","FOZ (APD)","05181"
"RC NOROESTE","BARREIROS (APD)","05183"
"RC NOROESTE","REINANTE (APD)","05185"
"RC NOROESTE","ESTEIRO (APD)","05187"
"RC NOROESTE","OS CASTROS (APD)","05189"
"RC NOROESTE","RINLO (APD)","05191"
"RC NOROESTE","RIBADEO","05193"
"RC NOROESTE","VEGADEO PUEBLO (APD)","05197"
"RC NOROESTE","VILAVEDELLE (APD)","05199"
"RED DE ANCHO METRICO","GIJON","05201"
"RC NOROESTE","TREMAÑES-CARREÑO (APD)","05203"
"RC NOROESTE","CENTRO DE TRANSPORTES (APD)","05204"
"RED DE ANCHO METRICO","VERIñA","05205"
"RC NOROESTE","ABOÑO-APEADERO","05207"
"RC NOROESTE","XIVARES (APD)","05208"
"RC NOROESTE","PERLORA","05209"
"RC NOROESTE","CANDAS-APEADERO","05210"
"RC NOROESTE","CANDAS","05211"
"RC NOROESTE","ZANZABORNIN (APD)","05215"
"RC NOROESTE","GUDIN LAMINACION (APD)","05216"
"RC NOROESTE","TRASONA","05217"
"RC NOROESTE","OFICINAS (APD)","05218"
"RC NOROESTE","LLARANES (APD)","05219"
"RC NOROESTE","CRISTALERIA (APD)","05220"
"RC NOROESTE","AVILES-APEADERO","05221"
"RC NOROESTE","LA MARUCA-MERCANCIAS","05223"
"RC NOROESTE","RAICES (APD)","05224"
"RC NOROESTE","SALINAS (APD)","05225"
"RC NOROESTE","PUERTO AVILES","05226"
"RC NOROESTE","PIEDRAS BLANCAS","05227"
"RC NOROESTE","VEGARROZADAS (APD)","05229"
"RC NOROESTE","SANTIAGO DEL MONTE","05231"
"RC NOROESTE","EL PARADOR (APD)","05232"
"RC NOROESTE","SOTO DEL BARCO","05233"
"RC NOROESTE","RIBERAS (APD)","05235"
"RC NOROESTE","PEÑAULLAN (APD)","05237"
"RC NOROESTE","SANTIANES (APD)","05239"
"RC NOROESTE","LOS CABOS (APD)","05241"
"RC NOROESTE","MUROS DE NALON","05243"
"RC NOROESTE","CUDILLERO","05245"
"RC NOROESTE","VILLADEMAR (APD)","05247"
"RC NOROESTE","LA MAGDALENA (APD)","05249"
"RC NOROESTE","SAN MARTIN DE LUIÑA (APD)","05251"
"RC NOROESTE","SAN COSME (APD)","05253"
"RC NOROESTE","SOTO DE LUIÑA","05255"
"RC NOROESTE","VALDREDO (APD)","05257"
"RC NOROESTE","NOVELLANA (APD)","05259"
"RC NOROESTE","SANTA MARINA (APD)","05261"
"RC NOROESTE","BALLOTA (APD)","05263"
"RC NOROESTE","TABLIZO (APD)","05265"
"RC NOROESTE","CADAVEDO (APD)","05267"
"RC NOROESTE","SAN CRISTOBAL (APD)","05269"
"RC NOROESTE","CANERO (APD)","05271"
"RC NOROESTE","BARCIA (APD)","05273"
"RC NOROESTE","LUARCA","05275"
"RC NOROESTE","OTUR (APD)","05277"
"RC NOROESTE","VILLAPEDRE (APD)","05279"
"RC NOROESTE","PIÑERA-VILLAORIL (APD)","05281"
"RC NOROESTE","NAVIA","05283"
"RC NOROESTE","MEDAL (APD)","05285"
"RC NOROESTE","LOZA (APD)","05287"
"RC NOROESTE","CARTAVIO (APD)","05289"
"RC NOROESTE","LA CARIDAD (APD)","05291"
"RC NOROESTE","TAPIA (APD)","05293"
"RC NOROESTE","LAS CAMPAS DE CASTROPOL (APD)","05297"
"RC NOROESTE","CASTROPOL (APD)","05299"
"RC NOROESTE","VALLOBIN (APD)","05300"
"RC NOROESTE","LAS CAMPAS (APD)","05302"
"RC NOROESTE","LAS MAZAS (APD)","05303"
"RC NOROESTE","SAN CLAUDIO","05304"
"RC NOROESTE","FUSO DE LA REINA","05305"
"RC NOROESTE","SAN PEDRO DE NORA (APD)","05306"
"RC NOROESTE","SOTO UDRION (APD)","05308"
"RC NOROESTE","CACES (APD)","05309"
"RC NOROESTE","TRUBIA","05311"
"RC NOROESTE","SANTA MARIA DE GRADO","05313"
"RC NOROESTE","VEGA DE ANZO","05315"
"RC NOROESTE","PEÑAFLOR DE GRADO (APD)","05316"
"RC NOROESTE","GRADO","05317"
"RC NOROESTE","ACES (APD)","05320"
"RC NOROESTE","SAN ROMAN","05321"
"RC NOROESTE","BEIFAR (APD)","05323"
"RC NOROESTE","PRAVIA","05325"
"RC NOROESTE","SAN RANON (APD)","05327"
"RC NOROESTE","SAN ESTEBAN","05329"
"RC NOROESTE","PALOMAR (APD)","05351"
"RC NOROESTE","SOTO DE RIBERA","05353"
"RC NOROESTE","PEÑAMIEL (APD)","05357"
"RC NOROESTE","BAIÑA (APD)","05361"
"RC NOROESTE","SUEROS (CGD)","05367"
"RC NOROESTE","MIERES-VASCO","05369"
"RC NOROESTE","CAUDALIA (APD)","05371"
"RC NOROESTE","FIGAREDO","05373"
"RC NOROESTE","UJO TARUELO","05375"
"RC NOROESTE","SANTA CRUZ (APD)","05376"
"RC NOROESTE","MOREDA DE ALLER","05379"
"RC NOROESTE","SAN ANTONIO (APD)","05380"
"RC NOROESTE","OYANCO (APD)","05381"
"RC NOROESTE","CORIGOS (APD)","05382"
"RC NOROESTE","PIÑERES","05383"
"RC NOROESTE","SANTA ANA-SOTO (APD)","05384"
"RC NOROESTE","CABAÑAQUINTA","05385"
"RC NOROESTE","COLLANZO","05389"
"RC NOROESTE","TREMAÑES-LANGREO (APD)","05403"
"RC NOROESTE","SOTIELLO","05405"
"RC NOROESTE","PINZALES","05407"
"RC NOROESTE","AGUDA","05409"
"RC NOROESTE","XIXUN (APD)","05410"
"RC NOROESTE","LA FLORIDA","05411"
"RC NOROESTE","PUENTE BURACOS (APD)","05412"
"RED DE ANCHO METRICO","EL BERRON","05414"
"RC NOROESTE","BENDICION","05415"
"RC NOROESTE","VALDESOTO (APD)","05416"
"RC NOROESTE","CARBAYIN","05417"
"RC NOROESTE","CURUXONA (APD)","05420"
"RC NOROESTE","TUILLA","05421"
"RC NOROESTE","LA FELGUERA-VEGA (APD)","05425"
"RC NOROESTE","SAMA-LOS LLERONES (APD)","05429"
"RC NOROESTE","SAN VICENTE (APD)","05432"
"RC NOROESTE","EL ENTREGO-LA OSCURA","05433"
"RC NOROESTE","CARROCERA (APD)","05435"
"RC NOROESTE","SAN MARTIN (APD)","05436"
"RC NOROESTE","SOTRONDIO","05437"
"RC NOROESTE","BLIMEA (APD)","05439"
"RC NOROESTE","LAVIANA","05443"
"RC NOROESTE","ABOÑO-MERCANCIAS","05446"
"RC NOROESTE","PUERTO EL MUSEL","05447"
"RC NORTE","BILBAO-LA CONCORDIA","05451"
"RC NORTE","BASURTO HOSPITAL","05455"
"RC NORTE","ZORROTZA-ZORROZGOITI","05457"
"RC NORTE","SANTA AGUEDA (APD)","05459"
"RC NORTE","IRAUREGI","05461"
"RC NORTE","ZARAMILLO","05463"
"RC NORTE","LA QUADRA (APD)","05465"
"RC NORTE","SODUPE","05467"
"RC NORTE","ARTXUBE (APD)","05469"
"RC NORTE","LAMBARRI (APD)","05470"
"RC NORTE","ARANGUREN","05473"
"RC NORTE","ARANGUREN-APEADERO","05474"
"RC NORTE","ZALLA","05475"
"RC NORTE","COLEGIO (APD)","05477"
"RC NORTE","IBARRA (APD)","05479"
"RC NORTE","BOLUNBURU (APD)","05480"
"RC NORTE","LA HERRERA (APD)","05481"
"RC NORTE","BALMASEDA-MERCANCIAS","05482"
"RC NORTE","BALMASEDA","05483"
"RC NORTE","MIMETIZ (APD)","05484"
"RC NORTE","LA CALZADA (APD)","05485"
"RC NORTE","OTXARAN (APD)","05486"
"RC NORTE","TRASLAVIÑA","05487"
"RC NORTE","ARTZENTALES (APD)","05489"
"RC NORTE","EL PESO (APD)","05491"
"RC NORTE","VILLAVERDE DE TRUCIOS (APD)","05493"
"RC NORTE","KARRANTZA","05497"
"RC NOROESTE","PARQUE PRINCIPADO (APD)","05504"
"RC NOROESTE","COLLOTO","05505"
"RC NOROESTE","MERES","05507"
"RC NOROESTE","FONCIELLO (APD)","05508"
"RC NOROESTE","EL BERRON","05509"
