"Código","Longitud","Latitud"
"Z0090","",""
"Z0105","",""
"Z0018","",""
"Z0134","",""
"Z0135","",""
"Z0024","",""
"Z0036","",""
"Z0087","",""
"Z0045","",""
"72508","2,186167","41,526083"
"A3760","-6,630239","38,915514"
"ZN801","",""
"C3540","",""
"ZN501","",""
"ZN502","",""
"C6132","",""
"A8401","0,657237","41,615869"
"ZN461","",""
"ZN462","",""
"ZN463","",""
"64010","-0,789833","38,859861"
"B6411","-0,746389","38,881306"
"B6410","-0,843833","38,844222"
"08208","-5,637467","42,800994"
"08207","-5,821444","43,109994"
"C8825","",""
"ZN984","",""
"C8818","-5,667669","42,843481"
"C8819","-5,669964","42,845097"
"C8817","-5,635839","42,808411"
"A0851","-5,820417","43,114281"
"A0849","-5,822539","43,105494"
"C8821","-5,839322","43,024244"
"C8822","-5,826272","43,095267"
"C8820","-5,839214","43,023464"
"61404","-0,952111","37,569861"
"B6140","-0,943806","37,571889"
"A7003","-3,674859","40,396803"
"A3144","-8,547478","42,869308"
"A3143","-8,419648","43,345344"
"A4309","-6,932222","37,251944"
"B4310","-6,935","37,203333"
"43030","-6,932222","37,199167"
"64210","-0,402469","39,39222"
"Z5341","",""
"Z0261","",""
"Z0262","",""
"Z5181","",""
"Z6261","",""
"66019","-3,412111","39,968806"
"66020","-3,339333","39,960361"
"B5702","-3,627414","37,206258"
"B5703","-3,622592","37,197956"
"05021","-3,625139","37,202439"
"B2003","-5,716945","42,538611"
"64110","-0,425806","39,327778"
"Z9261","",""
"B3603","-6,416631","38,944558"
"37612","-6,994086","38,898317"
"04320","2,19403","41,424729"
"05427","-5,682964","43,298012"
"05426","-5,688821","43,305676"
"B1053","-4,725861","41,618194"
"C1062","-4,670278","41,705833"
"B3730","-4,134722","38,681667"
"C0868","-5,413508","42,453586"
"C1410","-4,652206","42,107894"
"C5740","-3,886564","42,97995"
"32000","-5,721919","40,954308"
"40009","-6,366775","38,823253"
"C3520","",""
"35211","-5,494517","39,90465"
"A5116","-6,204167","36,530833"
"51420","-6,2425","36,519444"
"ZN021","",""
"08230","-5,582946","42,528568"
"08190","-5,145047","42,393571"
"C3410","",""
"C0391","",""
"C0392","",""
"C0399","",""
"C0397","",""
"C0398","",""
"C0395","",""
"C0396","",""
"C0393","",""
"C0394","",""
