"Subdirección","Código"
"RC NORTE","11604"
"RC CENTRO","12001"
"RC CENTRO","12002"
"RC CENTRO","12004"
"RC CENTRO","12005"
"RC CENTRO","12006"
"RC CENTRO","12007"
"RC CENTRO","12008"
"RC CENTRO","12009"
"RC CENTRO","12010"
"RC CENTRO","12011"
"RC CENTRO","12012"
"RC CENTRO","12013"
"RC CENTRO","12014"
"RC CENTRO","12015"
"RC CENTRO","12016"
"RC CENTRO","12017"
"RC CENTRO","12018"
"RC CENTRO","12019"
"RC CENTRO","12020"
"RC CENTRO","12021"
"RC CENTRO","12022"
"RC CENTRO","12023"
"RC CENTRO","12100"
"RC NORTE","13001"
"RC NORTE","13002"
"RC NORTE","13003"
"RC NORTE","13004"
"RC NORTE","13005"
"RC NORTE","13006"
"RC NORTE","13100"
"RC NORTE","13101"
"RC NORTE","13102"
"RC NORTE","13103"
"RC NORTE","13104"
"RC NORTE","13106"
"RC NORTE","13107"
"RC NORTE","13108"
"RC NORTE","13109"
"RC NORTE","13110"
"RC NORTE","13111"
"RC NORTE","13112"
"RC NORTE","13113"
"RC NORTE","13114"
"RC NORTE","13115"
"RC NORTE","13116"
"RC NORTE","13117"
"RC NORTE","13118"
"RC NORTE","13119"
"RC NORTE","13120"
"RC NORTE","13121"
"RC NORTE","13200"
"RC NORTE","13201"
"RC NORTE","13203"
"RC NORTE","13205"
"RC NORTE","13206"
"RC NORTE","13207"
"RC NORTE","13208"
"RC NORTE","13300"
"RC NORTE","13303"
"RC NORTE","13304"
"RC NORTE","13305"
"RC NORTE","13306"
"RC NORTE","13400"
"RC NORTE","13401"
"RC NORTE","13402"
"RC NORTE","13403"
"RC NORTE","13404"
"RC NORTE","13405"
"RC NORTE","13407"
"RC NORTE","13408"
"RC NORTE","13501"
"RC NORTE","13502"
"RC NORTE","13503"
"RC NORTE","13504"
"RC NORTE","13505"
"RC NORTE","13506"
"RC NORTE","13507"
"RC NORTE","13508"
"RC NORTE","13509"
"RC NORTE","14100"
"RC NORTE","14101"
"RC NORTE","14102"
"RC NORTE","14103"
"RC NORTE","14104"
"RC NORTE","14105"
"RC NORTE","14106"
"RC NORTE","14107"
"RC NORTE","14108"
"RC NORTE","14109"
"RC NORTE","14110"
"RC NORTE","14111"
"RC NORTE","14112"
"RC NORTE","14113"
"RC NORTE","14114"
"RC NORTE","14115"
"RC NORTE","14117"
"RC NORTE","14200"
"RC NORTE","14201"
"RC NORTE","14202"
"RC NORTE","14203"
"RC NORTE","14204"
"RC NORTE","14205"
"RC NORTE","14206"
"RC NORTE","14207"
"RC NORTE","14208"
"RC NORTE","14209"
"RC NORTE","14210"
"RC NORTE","14211"
"RC NORTE","14212"
"RC NORTE","14213"
"RC NORTE","14214"
"RC NORTE","14215"
"RC NORTE","14216"
"RC NORTE","14217"
"RC NORTE","14218"
"RC NORTE","14219"
"RC NORTE","14220"
"RC NORTE","14221"
"RC NORTE","14223"
"RC NORTE","14224"
"RC NORTE","14226"
"RC NORTE","14227"
"RC NORTE","14228"
"RC NORTE","14230"
"RC NORTE","14231"
"RC NORTE","14232"
"RC NORTE","14233"
"RC NORTE","14234"
"RC NORTE","14235"
"RC NORTE","14236"
"RC NORTE","14237"
"RC NOROESTE","15001"
"RC NOROESTE","15002"
"RC NOROESTE","15003"
"RC NOROESTE","15004"
"RC NOROESTE","15005"
"RC NOROESTE","15006"
"RC NOROESTE","15007"
"RC NOROESTE","15008"
"RC NOROESTE","15009"
"RC NOROESTE","15010"
"RC NOROESTE","15011"
"RC NOROESTE","15012"
"RC NOROESTE","15013"
"RC NOROESTE","15014"
"RC NOROESTE","15015"
"RC NOROESTE","15016"
"RC NOROESTE","15017"
"RC NOROESTE","15018"
"RC NOROESTE","15019"
"RC NOROESTE","15100"
"RC NOROESTE","15102"
"RC NOROESTE","15103"
"RC NOROESTE","15104"
"RC NOROESTE","15105"
"RC NOROESTE","15106"
"RC NOROESTE","15107"
"RC NOROESTE","15108"
"RC NOROESTE","15109"
"RC NOROESTE","15110"
"RC NOROESTE","15111"
"RC NOROESTE","15112"
"RC NOROESTE","15113"
"RC NOROESTE","15114"
"RC NOROESTE","15115"
"RC NOROESTE","15116"
"RC NOROESTE","15117"
"RC NOROESTE","15118"
"RC NOROESTE","15119"
"RC NOROESTE","15120"
"RC NOROESTE","15121"
"RC NOROESTE","15122"
"RC NOROESTE","15123"
"RC NOROESTE","15200"
"RC NOROESTE","15202"
"RC NOROESTE","15203"
"RC NOROESTE","15204"
"RC NOROESTE","15205"
"RC NOROESTE","15206"
"RC NOROESTE","15207"
"RC NOROESTE","15208"
"RC NOROESTE","15209"
"RC NOROESTE","15210"
"RC NOROESTE","15211"
"RC NOROESTE","15212"
"RC NOROESTE","15214"
"RC NOROESTE","15217"
"RC NOROESTE","15218"
"RC NOROESTE","15300"
"RC NOROESTE","15301"
"RC NOROESTE","15302"
"RC NOROESTE","15303"
"RC NOROESTE","15304"
"RC NOROESTE","15305"
"RC NOROESTE","15400"
"RC NOROESTE","15401"
"RC NOROESTE","15402"
"RC NOROESTE","15403"
"RC NOROESTE","16001"
"RC NOROESTE","16002"
"RC NOROESTE","16005"
"RC NOROESTE","16006"
"RC NOROESTE","16008"
"RC NOROESTE","16009"
"RC NOROESTE","16010"
"RC NOROESTE","16011"
"RC NOROESTE","16101"
"RC NOROESTE","16301"
"RC NOROESTE","16302"
"RC NOROESTE","16400"
"RC NOROESTE","16401"
"RC NOROESTE","16402"
"RC NOROESTE","16403"
"RC NOROESTE","16404"
"RC NOROESTE","16405"
"RC NOROESTE","16406"
"RC NOROESTE","16407"
"RC NOROESTE","16408"
"RC NOROESTE","16501"
"RC NOROESTE","16601"
"RC NOROESTE","16604"
"RC NOROESTE","16605"
"RC NOROESTE","16606"
"RC CENTRO","17000"
"RC CENTRO","17001"
"RC CENTRO","17003"
"RC CENTRO","17004"
"RC CENTRO","17005"
"RC CENTRO","17006"
"RC CENTRO","17007"
"RC CENTRO","17008"
"RC CENTRO","17009"
"RC CENTRO","17010"
"RC CENTRO","17100"
"RC CENTRO","17102"
"RC CENTRO","17103"
"RC CENTRO","17105"
"RC CENTRO","17106"
"RC CENTRO","17107"
"RC CENTRO","17108"
"RC CENTRO","17109"
"RC CENTRO","17110"
"RC CENTRO","17111"
"RC CENTRO","17112"
"RC NORTE","17113"
"RC CENTRO","17114"
"RC CENTRO","17115"
"RC NORTE","17116"
"RC CENTRO","17117"
"RC NORTE","17200"
"RC NORTE","17201"
"RC NORTE","17203"
"RC NORTE","17204"
"RC NORTE","17205"
"RC NORTE","17206"
"RC NORTE","17208"
"RC NORTE","17209"
"RC CENTRO","18000"
"RC CENTRO","18001"
"RC CENTRO","18002"
"RC CENTRO","18003"
"RC CENTRO","18004"
"RC CENTRO","18005"
"RC CENTRO","18101"
"RC CENTRO","18102"
"RC CENTRO","18103"
"RC CENTRO","19001"
"RC CENTRO","19002"
"RC CENTRO","19003"
"RC CENTRO","19004"
"RC NOROESTE","20002"
"RC NOROESTE","20003"
"RC NOROESTE","20004"
"RC NOROESTE","20005"
"RC NOROESTE","20006"
"RC NOROESTE","20007"
"RC NOROESTE","20008"
"RC NOROESTE","20100"
"RC NOROESTE","20101"
"RC NOROESTE","20102"
"RC NOROESTE","20103"
"RC NOROESTE","20104"
"RC NOROESTE","20105"
"RC NOROESTE","20106"
"RC NOROESTE","20108"
"RC NOROESTE","20109"
"RC NOROESTE","20111"
"RC NOROESTE","20112"
"RC NOROESTE","20113"
"RC NOROESTE","20114"
"RC NOROESTE","20200"
"RC NOROESTE","20201"
"RC NOROESTE","20202"
"RC NOROESTE","20203"
"RC NOROESTE","20204"
"RC NOROESTE","20205"
"RC NOROESTE","20206"
"RC NOROESTE","20207"
"RC NOROESTE","20208"
"RC NOROESTE","20209"
"RC NOROESTE","20210"
"RC NOROESTE","20211"
"RC NOROESTE","20212"
"RC NOROESTE","20213"
"RC NOROESTE","20214"
"RC NOROESTE","20215"
"RC NOROESTE","20216"
"RC NOROESTE","20217"
"RC NOROESTE","20218"
"RC NOROESTE","20300"
"RC NOROESTE","20302"
"RC NOROESTE","20303"
"RC NOROESTE","20304"
"RC NOROESTE","20305"
"RC NOROESTE","20306"
"RC NOROESTE","20307"
"RC NOROESTE","20308"
"RC NOROESTE","20309"
"RC NOROESTE","20310"
"RC NOROESTE","20311"
"RC NOROESTE","20312"
"RC NOROESTE","20313"
"RC NOROESTE","20314"
"RC NOROESTE","20315"
"RC NOROESTE","20316"
"RC NOROESTE","20317"
"RC NOROESTE","20318"
"RC NOROESTE","20319"
"RC NOROESTE","20320"
"RC NOROESTE","20322"
"RC NOROESTE","20323"
"RC NOROESTE","20400"
"RC NOROESTE","20401"
"RC NOROESTE","20402"
"RC NOROESTE","20403"
"RC NOROESTE","20404"
"RC NOROESTE","20405"
"RC NOROESTE","20406"
"RC NOROESTE","20407"
"RC NOROESTE","20410"
"RC NOROESTE","20601"
"RC NOROESTE","20603"
"RC NOROESTE","21001"
"RC NOROESTE","21002"
"RC NOROESTE","21003"
"RC NOROESTE","21004"
"RC NOROESTE","21005"
"RC NOROESTE","21006"
"RC NOROESTE","21007"
"RC NOROESTE","21008"
"RC NOROESTE","21009"
"RC NOROESTE","21010"
"RC NOROESTE","21011"
"RC NOROESTE","22001"
"RC NOROESTE","22002"
"RC NOROESTE","22003"
"RC NOROESTE","22004"
"RC NOROESTE","22005"
"RC NOROESTE","22006"
"RC NOROESTE","22100"
"RC NOROESTE","22101"
"RC NOROESTE","22102"
"RC NOROESTE","22103"
"RC NOROESTE","22104"
"RC NOROESTE","22105"
"RC NOROESTE","22106"
"RC NOROESTE","22107"
"RC NOROESTE","22108"
"RC NOROESTE","22109"
"RC NOROESTE","22110"
"RC NOROESTE","22200"
"RC NOROESTE","22201"
"RC NOROESTE","22202"
"RC NOROESTE","22203"
"RC NOROESTE","22300"
"RC NOROESTE","22302"
"RC NOROESTE","22303"
"RC NOROESTE","22305"
"RC NOROESTE","22308"
"RC NOROESTE","22309"
"RC NOROESTE","22319"
"RC NOROESTE","22401"
"RC NOROESTE","22402"
"RC NOROESTE","22403"
"RC NOROESTE","23000"
"RC NOROESTE","23001"
"RC NOROESTE","23002"
"RC NOROESTE","23003"
"RC NOROESTE","23004"
"RC NOROESTE","23005"
"RC NOROESTE","23006"
"RC NOROESTE","23008"
"RC NOROESTE","23009"
"RC NOROESTE","23010"
"RC NOROESTE","23011"
"RC NOROESTE","23012"
"RC NOROESTE","23013"
"RC NOROESTE","23014"
"RC NOROESTE","23015"
"RC NOROESTE","23017"
"RC NOROESTE","23018"
"RC NOROESTE","23019"
"RC SUR","30000"
"RC SUR","30002"
"RC NOROESTE","30023"
"RC NOROESTE","30100"
"RC NOROESTE","30101"
"RC NOROESTE","30110"
"RC NOROESTE","30200"
"RC NOROESTE","30216"
"RC NOROESTE","30219"
"RC NOROESTE","31002"
"RC NOROESTE","31003"
"RC NOROESTE","31004"
"RC NOROESTE","31006"
"RC NOROESTE","31007"
"RC NOROESTE","31008"
"RC NOROESTE","31009"
"RC NOROESTE","31010"
"RC NOROESTE","31102"
"RC NOROESTE","31104"
"RC NOROESTE","31105"
"RC NOROESTE","31106"
"RC NOROESTE","31107"
"RC NOROESTE","31108"
"RC NOROESTE","31109"
"RC NOROESTE","31110"
"RC NOROESTE","31111"
"RC NOROESTE","31112"
"RC NOROESTE","31113"
"RC NOROESTE","31200"
"RC NOROESTE","31201"
"RC NOROESTE","31202"
"RC NOROESTE","31203"
"RC NOROESTE","31204"
"RC NOROESTE","31205"
"RC NOROESTE","31206"
"RC NOROESTE","31207"
"RC NOROESTE","31208"
"RC NOROESTE","31209"
"RC NOROESTE","31210"
"RC NOROESTE","31211"
"RC NOROESTE","31212"
"RC NOROESTE","31213"
"RC NOROESTE","31214"
"RC NOROESTE","31215"
"RC NOROESTE","31301"
"RC NOROESTE","31302"
"RC NOROESTE","31303"
"RC NOROESTE","31304"
"RC NOROESTE","31305"
"RC NOROESTE","31306"
"RC NOROESTE","31307"
"RC NOROESTE","31308"
"RC NOROESTE","31309"
"RC NOROESTE","31310"
"RC NOROESTE","31311"
"RC NOROESTE","31312"
"RC NOROESTE","31313"
"RC NOROESTE","31314"
"RC NOROESTE","31400"
"RC NOROESTE","31403"
"RC NOROESTE","31406"
"RC NOROESTE","31407"
"RC NOROESTE","31408"
"RC NOROESTE","31409"
"RC NOROESTE","31411"
"RC NOROESTE","31412"
"RC NOROESTE","31415"
"RC NOROESTE","31421"
"RC NOROESTE","31422"
"RC NOROESTE","31434"
"RC NOROESTE","31436"
"RC NOROESTE","32001"
"RC NOROESTE","32002"
"RC NOROESTE","32003"
"RC NOROESTE","32004"
"RC NOROESTE","32005"
"RC NOROESTE","32006"
"RC NOROESTE","32007"
"RC NOROESTE","32008"
"RC NOROESTE","32009"
"RC NOROESTE","33001"
"RC NOROESTE","33003"
"RC NOROESTE","33004"
"RC NOROESTE","33006"
"RC NOROESTE","33007"
"RC NOROESTE","33008"
"RC NOROESTE","33009"
"RC NOROESTE","33010"
"RC NOROESTE","33011"
"RC NOROESTE","33012"
"RC NOROESTE","33013"
"RC NOROESTE","33014"
"RC NOROESTE","33015"
"RC NOROESTE","33016"
"RC NOROESTE","33030"
"RC NOROESTE","34002"
"RC NOROESTE","34003"
"RC NOROESTE","34004"
"RC NOROESTE","34005"
"RC NOROESTE","34007"
"RC NOROESTE","34008"
"RC NOROESTE","34010"
"RC NOROESTE","34011"
"RC NOROESTE","34012"
"RC NOROESTE","34013"
"RC NOROESTE","34014"
"RC CENTRO","35001"
"RC CENTRO","35002"
"RC CENTRO","35004"
"RC CENTRO","35005"
"RC CENTRO","35008"
"RC CENTRO","35009"
"RC CENTRO","35010"
"RC CENTRO","35011"
"RC CENTRO","35012"
"RC CENTRO","35100"
"RC CENTRO","35102"
"RC CENTRO","35103"
"RC CENTRO","35105"
"RC CENTRO","35107"
"RC CENTRO","35108"
"RC CENTRO","35109"
"RC CENTRO","35200"
"RC CENTRO","35201"
"RC CENTRO","35203"
"RC SUR","35206"
"RC SUR","35207"
"RC SUR","35209"
"RC SUR","35301"
"RC SUR","35302"
"RC SUR","35303"
"RC SUR","35304"
"RC SUR","35305"
"RC SUR","35400"
"RC SUR","35402"
"RC SUR","35404"
"RC SUR","35405"
"RC SUR","35406"
"RC SUR","35407"
"RC CENTRO","35600"
"RC CENTRO","35601"
"RC CENTRO","35602"
"RC CENTRO","35603"
"RC CENTRO","35604"
"RC CENTRO","35605"
"RC CENTRO","35606"
"RC CENTRO","35607"
"RC CENTRO","35608"
"RC CENTRO","35609"
"RC CENTRO","35610"
"RC CENTRO","35701"
"RC CENTRO","35702"
"RC CENTRO","35703"
"RC CENTRO","35704"
"RC SUR","36001"
"RC SUR","36002"
"RC SUR","36003"
"RC SUR","36004"
"RC CENTRO","37000"
"RC CENTRO","37001"
"RC CENTRO","37002"
"RC CENTRO","37003"
"RC CENTRO","37004"
"RED DE ALTA VELOCIDAD (RAV)","37006"
"RC CENTRO","37008"
"RED DE ALTA VELOCIDAD (RAV)","37009"
"RC CENTRO","37010"
"RC CENTRO","37011"
"RC CENTRO","37012"
"RED DE ALTA VELOCIDAD (RAV)","37013"
"RC CENTRO","37100"
"RED DE ALTA VELOCIDAD (RAV)","37101"
"RED DE ALTA VELOCIDAD (RAV)","37104"
"RED DE ALTA VELOCIDAD (RAV)","37106"
"RED DE ALTA VELOCIDAD (RAV)","37107"
"RED DE ALTA VELOCIDAD (RAV)","37108"
"RED DE ALTA VELOCIDAD (RAV)","37110"
"RED DE ALTA VELOCIDAD (RAV)","37113"
"RC CENTRO","37200"
"RED DE ALTA VELOCIDAD (RAV)","37201"
"RC CENTRO","37202"
"RC CENTRO","37205"
"RED DE ALTA VELOCIDAD (RAV)","37206"
"RED DE ALTA VELOCIDAD (RAV)","37210"
"RC CENTRO","37300"
"RC CENTRO","37301"
"RC CENTRO","37302"
"RC CENTRO","37303"
"RC CENTRO","37305"
"RC CENTRO","37306"
"RC CENTRO","37307"
"RC CENTRO","37308"
"RC SUR","37309"
"RC SUR","37311"
"RC CENTRO","37315"
"RED DE ALTA VELOCIDAD (RAV)","37316"
"RC SUR","37400"
"RC SUR","37401"
"RC SUR","37402"
"RC SUR","37404"
"RC SUR","37405"
"RC SUR","37406"
"RC SUR","37407"
"RC SUR","37408"
"RC SUR","37409"
"RC SUR","37410"
"RC SUR","37411"
"RC SUR","37412"
"RC SUR","37413"
"RC SUR","37414"
"RC SUR","37500"
"RC CENTRO","37502"
"RC SUR","37600"
"RC SUR","37601"
"RC SUR","37602"
"RC SUR","37603"
"RC SUR","37604"
"RC SUR","37605"
"RC SUR","37606"
"RC SUR","37608"
"RC SUR","37609"
"RC SUR","37610"
"RED DE ALTA VELOCIDAD (RAV)","37700"
"RED DE ALTA VELOCIDAD (RAV)","37701"
"RED DE ALTA VELOCIDAD (RAV)","37702"
"RED DE ALTA VELOCIDAD (RAV)","37703"
"RED DE ALTA VELOCIDAD (RAV)","37704"
"RED DE ALTA VELOCIDAD (RAV)","37705"
"RC SUR","37706"
"RED DE ALTA VELOCIDAD (RAV)","37801"
"RED DE ALTA VELOCIDAD (RAV)","37802"
"RED DE ALTA VELOCIDAD (RAV)","37803"
"RC SUR","37805"
"RC CENTRO","40001"
"RC SUR","40002"
"RC SUR","40003"
"RC SUR","40004"
"RC SUR","40005"
"RC SUR","40006"
"RC SUR","40008"
"RC SUR","40100"
"RC SUR","40101"
"RC SUR","40103"
"RC SUR","40105"
"RC SUR","40107"
"RC SUR","40108"
"RC SUR","40110"
"RC SUR","40111"
"RC SUR","40113"
"RC SUR","40114"
"RC SUR","40115"
"RC SUR","40118"
"RC SUR","40119"
"RC SUR","40121"
"RC SUR","40122"
"RC SUR","41002"
"RC SUR","41003"
"RC SUR","41004"
"RC SUR","41005"
"RC SUR","42002"
"RC SUR","42003"
"RC SUR","42005"
"RC SUR","42006"
"RC SUR","42007"
"RC SUR","42008"
"RC SUR","42009"
"RC SUR","42010"
"RC SUR","42012"
"RC SUR","42013"
"RC SUR","42014"
"RC SUR","42015"
"RC SUR","42016"
"RC SUR","42017"
"RC SUR","42018"
"RC SUR","42019"
"RC SUR","42020"
"RC SUR","42021"
"RC SUR","43001"
"RC SUR","43002"
"RC SUR","43003"
"RC SUR","43006"
"RC SUR","43007"
"RC SUR","43008"
"RC SUR","43009"
"RC SUR","43010"
"RC SUR","43011"
"RC SUR","43012"
"RC SUR","43013"
"RC SUR","43014"
"RC SUR","43015"
"RC SUR","43016"
"RC SUR","43017"
"RC SUR","43018"
"RC SUR","43019"
"RC SUR","43020"
"RC SUR","43021"
"RC SUR","43022"
"RC SUR","43023"
"RC SUR","43024"
"RC CENTRO","50001"
"RC CENTRO","50002"
"RC CENTRO","50003"
"RC CENTRO","50100"
"RC CENTRO","50101"
"RC CENTRO","50102"
"RC CENTRO","50200"
"RC SUR","50201"
"RC SUR","50202"
"RC SUR","50203"
"RC SUR","50204"
"RC SUR","50205"
"RC SUR","50206"
"RC SUR","50207"
"RC SUR","50208"
"RC SUR","50209"
"RC SUR","50300"
"RC SUR","50301"
"RC SUR","50302"
"RC SUR","50303"
"RC SUR","50400"
"RC SUR","50402"
"RC SUR","50403"
"RC SUR","50404"
"RC SUR","50405"
"RC SUR","50406"
"RC SUR","50407"
"RC SUR","50408"
"RC SUR","50409"
"RC SUR","50410"
"RC SUR","50411"
"RC SUR","50412"
"RC SUR","50413"
"RC SUR","50414"
"RC SUR","50417"
"RC SUR","50500"
"RC SUR","50501"
"RC SUR","50502"
"RC SUR","50503"
"RC SUR","50504"
"RC SUR","50505"
"RC SUR","50506"
"RC SUR","50507"
"RC SUR","50508"
"RC SUR","50512"
"RC SUR","50521"
"RC SUR","50600"
"RC SUR","50602"
"RC SUR","50700"
"RC SUR","50701"
"RC SUR","50702"
"RC SUR","50703"
"RC SUR","50709"
"RC SUR","50803"
"RC SUR","51003"
"RC SUR","51005"
"RC SUR","51006"
"RC SUR","51007"
"RC SUR","51009"
"RC SUR","51010"
"RC SUR","51050"
"RC SUR","51051"
"RC SUR","51100"
"RC SUR","51101"
"RC SUR","51102"
"RC SUR","51103"
"RC SUR","51106"
"RC SUR","51107"
"RC SUR","51110"
"RC SUR","51111"
"RC SUR","51112"
"RC SUR","51200"
"RC SUR","51201"
"RC SUR","51202"
"RC SUR","51203"
"RC SUR","51204"
"RC SUR","51205"
"RC SUR","51207"
"RC SUR","51300"
"RC SUR","51400"
"RC SUR","51401"
"RC SUR","51402"
"RC SUR","51404"
"RC SUR","51405"
"RC SUR","51406"
"RC SUR","51407"
"RC SUR","51409"
"RC SUR","51411"
"RC SUR","51413"
"RC SUR","51414"
"RC SUR","51415"
"RC SUR","51416"
"RC SUR","51417"
"RC SUR","54001"
"RC SUR","54100"
"RC SUR","54101"
"RC SUR","54102"
"RC SUR","54103"
"RC SUR","54104"
"RC SUR","54105"
"RC SUR","54106"
"RC SUR","54200"
"RC SUR","54201"
"RC SUR","54202"
"RC SUR","54300"
"RC SUR","54301"
"RC SUR","54400"
"RC SUR","54402"
"RC SUR","54403"
"RC SUR","54404"
"RC SUR","54405"
"RC SUR","54406"
"RC SUR","54407"
"RC SUR","54408"
"RC SUR","54410"
"RC SUR","54412"
"RC SUR","54413"
"RC SUR","54414"
"RC SUR","54501"
"RC SUR","54503"
"RC SUR","54504"
"RC SUR","54505"
"RC SUR","54506"
"RC SUR","54507"
"RC SUR","54508"
"RC SUR","54509"
"RC SUR","54510"
"RC SUR","54511"
"RC SUR","54512"
"RC SUR","54513"
"RC SUR","54514"
"RC SUR","54515"
"RC SUR","54516"
"RC SUR","54517"
"RC SUR","54518"
"RC SUR","54519"
"RC SUR","54520"
"RC SUR","54521"
"RC SUR","54522"
"RC SUR","54523"
"RC SUR","54524"
"RC SUR","54525"
"RC SUR","55001"
"RC SUR","55002"
"RC SUR","55003"
"RC SUR","55004"
"RC SUR","55005"
"RC SUR","55006"
"RC SUR","55007"
"RC SUR","55008"
"RC SUR","55009"
"RC SUR","55010"
"RC SUR","55011"
"RC SUR","55012"
"RC SUR","55013"
"RC SUR","55014"
"RC SUR","55015"
"RC SUR","55016"
"RC SUR","55017"
"RC SUR","55018"
"RC SUR","55019"
"RC SUR","55020"
"RC SUR","55021"
"RC SUR","55024"
"RC SUR","55026"
"RC SUR","56001"
"RC SUR","56002"
"RC SUR","56003"
"RC SUR","56004"
"RC SUR","56005"
"RC SUR","56006"
"RC SUR","56007"
"RC SUR","56008"
"RC SUR","56009"
"RC SUR","56010"
"RC SUR","56011"
"RC SUR","56012"
"RC SUR","56100"
"RC SUR","56101"
"RC SUR","56102"
"RC SUR","56103"
"RC SUR","56200"
"RC SUR","56201"
"RC SUR","56300"
"RC SUR","56301"
"RC SUR","56302"
"RC SUR","56303"
"RC SUR","56305"
"RC SUR","56306"
"RC SUR","56307"
"RC SUR","56308"
"RC SUR","56309"
"RC SUR","56310"
"RC SUR","56312"
"RC SUR","56313"
"RC SUR","56314"
"RC SUR","57002"
"RC SUR","57003"
"RC SUR","57004"
"RC SUR","57006"
"RC SUR","58001"
"RC SUR","58101"
"RED DE ALTA VELOCIDAD (RAV)","60000"
"RC CENTRO","60001"
"RC CENTRO","60004"
"RC CENTRO","60100"
"RC CENTRO","60101"
"RC CENTRO","60102"
"RC CENTRO","60103"
"RC CENTRO","60104"
"RC CENTRO","60105"
"RC CENTRO","60106"
"RC CENTRO","60107"
"RC CENTRO","60108"
"RC CENTRO","60109"
"RC CENTRO","60115"
"RC CENTRO","60116"
"RC CENTRO","60200"
"RC CENTRO","60201"
"RC CENTRO","60202"
"RC CENTRO","60203"
"RC CENTRO","60204"
"RC CENTRO","60205"
"RC CENTRO","60206"
"RC CENTRO","60207"
"RC CENTRO","60208"
"RED DE ALTA VELOCIDAD (RAV)","60299"
"RC CENTRO","60300"
"RC CENTRO","60301"
"RC CENTRO","60302"
"RC CENTRO","60400"
"RC ESTE","60402"
"RC ESTE","60404"
"RC ESTE","60406"
"RC ESTE","60500"
"RC ESTE","60503"
"RC ESTE","60505"
"RC ESTE","60507"
"RED DE ALTA VELOCIDAD (RAV)","60599"
"RC ESTE","60600"
"RC ESTE","60601"
"RC ESTE","60602"
"RC ESTE","60700"
"RC ESTE","60701"
"RC ESTE","60702"
"RC ESTE","60704"
"RC ESTE","60705"
"RC ESTE","60800"
"RC ESTE","60900"
"RC ESTE","60901"
"RC ESTE","60902"
"RC ESTE","60903"
"RC ESTE","60904"
"RC ESTE","60905"
"RC ESTE","60906"
"RC ESTE","60907"
"RC ESTE","60908"
"RC ESTE","60909"
"RC ESTE","60910"
"RC ESTE","60911"
"RC ESTE","60913"
"RC ESTE","60914"
"RC ESTE","61001"
"RC ESTE","61003"
"RC ESTE","61004"
"RC ESTE","61005"
"RC ESTE","61007"
"RC ESTE","61009"
"RC ESTE","61011"
"RC ESTE","61012"
"RC ESTE","61013"
"RC ESTE","61014"
"RC ESTE","61015"
"RC ESTE","61017"
"RC ESTE","61018"
"RC ESTE","61100"
"RC ESTE","61101"
"RC ESTE","61200"
"RC ESTE","61204"
"RC ESTE","61210"
"RC ESTE","61301"
"RC ESTE","61302"
"RC ESTE","61303"
"RC ESTE","61304"
"RC ESTE","61305"
"RC ESTE","61307"
"RC ESTE","61308"
"RC ESTE","61401"
"RC ESTE","62001"
"RC ESTE","62002"
"RC ESTE","62003"
"RC ESTE","62100"
"RC ESTE","62101"
"RC ESTE","62102"
"RC ESTE","62103"
"RC ESTE","62104"
"RC ESTE","62105"
"RC ESTE","62107"
"RC ESTE","62108"
"RC ESTE","62109"
"RC ESTE","64001"
"RC ESTE","64003"
"RC ESTE","64004"
"RC ESTE","64005"
"RC ESTE","64006"
"RC ESTE","64007"
"RC ESTE","64100"
"RC ESTE","64102"
"RC ESTE","64103"
"RC ESTE","64104"
"RC ESTE","64105"
"RC ESTE","64107"
"RC ESTE","64108"
"RC ESTE","64200"
"RC ESTE","64201"
"RC ESTE","64202"
"RC ESTE","64203"
"RC ESTE","64204"
"RC ESTE","65000"
"RC ESTE","65001"
"RC ESTE","65002"
"RC ESTE","65003"
"RC ESTE","65004"
"RC ESTE","65005"
"RC ESTE","65006"
"RC ESTE","65007"
"RC ESTE","65008"
"RC ESTE","65009"
"RC ESTE","65012"
"RC ESTE","65013"
"RC ESTE","65014"
"RC ESTE","65015"
"RC ESTE","65020"
"RC ESTE","65200"
"RC ESTE","65201"
"RC ESTE","65202"
"RC ESTE","65203"
"RC ESTE","65204"
"RC ESTE","65205"
"RC ESTE","65206"
"RC ESTE","65207"
"RC ESTE","65208"
"RC ESTE","65209"
"RC ESTE","65210"
"RC ESTE","65211"
"RC ESTE","65212"
"RC ESTE","65300"
"RC ESTE","65301"
"RC ESTE","65304"
"RC ESTE","65306"
"RC ESTE","65308"
"RC ESTE","65309"
"RC ESTE","65311"
"RC ESTE","65312"
"RC ESTE","65314"
"RC ESTE","65318"
"RC ESTE","65400"
"RC ESTE","65401"
"RC ESTE","65402"
"RC ESTE","65403"
"RC ESTE","65404"
"RC ESTE","65405"
"RC ESTE","65406"
"RC ESTE","65407"
"RC ESTE","65408"
"RC ESTE","65409"
"RC ESTE","65410"
"RC NORESTE","65411"
"RC NORESTE","65412"
"RC ESTE","65501"
"RC CENTRO","66001"
"RC CENTRO","66002"
"RC CENTRO","66003"
"RC CENTRO","66004"
"RC CENTRO","66005"
"RC ESTE","66006"
"RC ESTE","66008"
"RC ESTE","66009"
"RC ESTE","66010"
"RC ESTE","66011"
"RC ESTE","66012"
"RC ESTE","66013"
"RC ESTE","66014"
"RC ESTE","66015"
"RC ESTE","66016"
"RC ESTE","66017"
"RC CENTRO","66018"
"RC ESTE","66100"
"RC ESTE","66101"
